Id,Text,Topics,Emotions,Valence
7996767,"So he doesn't just have scars on his back, but also Pomfrey knows this, knows that they are from his uncle and healing them will make his uncle worse, and still he has to go back to the Dursleys? Doesn't she report to Dumbledore? Or does Dumbledore know and is still described as caring?",Discussion about the story,Confused,Neutral
9426339,"WA! Holy cow! That made me make so many stinkin' facial expressions, it was beyond crazy! ( SNIFFLE ) I can't believe it! I want Toushirou to come back to Megumi! Or Megumi go to Toushirou! Maybe she can somehow go to Soul Society to see him! Make Ichigo take her! She doesn't know she's not supposed to see him... or something like that. ANYWHO! Thank you so much for posting such a quick, awesome update! I thought it was so sweet how Toushirou kept the bracelet Megumi made him! When is Toushirou coming back to the Human World? Please make him come back soon! THANK YOU AGAIN && PLEASE UPDATE SOON! :)","Targeted positive and corrective/constructive,Discussion about the story,Update encouragement","Joy / Happiness,Surprise,Anticipation / Hope,Like",Positive
5788245,Cieee makin mesra aja nih yunjae xD,Miscellaneous,Unknown,Unknown
3489910,Yay! Cookie! I'm glad I'm not the only one who considers Germany and HRE to be two different people!,Targeted positive,"Joy / Happiness,Like",Positive
4156942,"Well I'm no longer a member onthis site, but I LUV U! PLEASE UPDATE!",Update encouragement,"Like,Joy / Happiness",Positive
12076373,Love the story you shoul have the sprits make an other aperence and I can't wait for the fight natsu vs the twin dragons,"Shallow positive,Targeted corrective or constructive","Joy / Happiness,Like,Anticipation / Hope",Positive
3788787,Interesting beginning.,Miscellaneous,No emotion,Neutral
6874159,Trop bien et quel délicieux endroit !,Miscellaneous,Unknown,Unknown
8580019,"Wah! So Sad! But done be-au-tif-fully! Sequal. perhaps? A songfic series? Maybe. But this is a really good one shot, too. Poor Kag. *sniff* I'll give her my s'more pop tart. It'll make her feel a little better.","Shallow positive,Update encouragement","Like,Sadness",Positive
6425554,Omg. Thank god u updated. Anyways keep updating. Btw...thank you.,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
8997865,Perfect! love their characters with their flaws and insecurities and how they managed to complete the other although this wasn' t their plan,Targeted positive,"Joy / Happiness,Like",Positive
11405146,Are you sure you're not continuing this sweet thing into a big novel? This is too marvelous to just end it here.,"Shallow positive,Update encouragement","Like,Anticipation / Hope",Positive
7061464,So sad but they had to go back to there time. Can not wait to see the future and how they act.,Update encouragement,"Anticipation / Hope,Sadness,Like",Neutral
9247365,Its sad that you didn't continued writing this story because to be honest the concept of your story was new and different and that makes more interesting. I hope you will update soon.,"Targeted positive,Update encouragement","Like,Sadness",Neutral
4291961,ako po? grade 7 po... 7 years of grade school kasi kami eh... :; Galing nanaman po! XD,Miscellaneous,Unknown,Unknown
4182503,Cool! This fic is now officially a multi-crossover. Keep up the good work and update soon.,"Shallow positive,Fandom remarks,Update encouragement",Like,Positive
7976945,"Byakuya you are going to have to learn to let someone love you. .. So first of all I want to apologize for not reviewing earlier (I'm bad that way), but I absolutely love you! And your fic of course :-) Best Byakuya and Rukia fic ever. Ever. I was madly giggling most of the time and I don't giggle often. What can I say, you're a brilliant writer. Loved this update and am eagerly awaiting the next! But seriously?! Interruption! Grr..","Shallow positive,One-sided connection,Update encouragement","Joy / Happiness,Anger / Frustration,Surprise,Like,Anticipation / Hope",Positive
3177334,"A great story so far, I have to keep reading. You should make a sequel to this.","Shallow positive,Update encouragement",Like,Positive
3997097,"This is a good start, I very much enjoy OPxKO! However it may be a good idea to find a beta reader. There were a few grammar mistakes, but mostly it just looks like you typed really fast and fumbled your letters. Other than that, I can't wait for an update, I am intrigued as to how this will play out ;)","Targeted positive and corrective/constructive,Update encouragement","Joy / Happiness,Like",Positive
1911968,"Hua!Jangan tinggalin dunia fanfic dong kak.. aku padahal masih mau baca lho! Senpai gag asyik ah! Ayo donk, senpai haruskuat! Senpai harus tetep nulis... kami disini selalu support! get well soon of your condition senpai... Love you! Muaha muahh..",Miscellaneous,Unknown,Unknown
5071547,lanjutttttttttttttttt udah penasaran kali nie ma endingnya,Miscellaneous,Unknown,Unknown
7271407,Nice!,Shallow positive,Like,Positive
63894,Cool. :),Shallow positive,"Joy / Happiness,Like",Positive
9945437,"ARGH J'ai de la chance que le chapitre 4 soit déjà poster parceque je crois que rester sur une faim comme ça, ça nous met encore plus l'eau à la bouche! Merci encore pour cette traduction. J'espère que James et Sirius vont pas stopper leur amitié, ça me ferait mal. Bon chapitre 4 très vite avant d'aller me coucher. Enfin si il n'a pas la même fin que celui-ci.",Miscellaneous,Unknown,Unknown
408073,Lanjutt author san,Miscellaneous,Unknown,Unknown
4202918,"I have to be honest that you have a very a good way in writing how the story goes, i enjoyed reading it all, even when i reading it again and again and i totally love hecate and thanatos, they are funny and such a tease, and now charon even joined them XD","Targeted positive,One-sided connection","Joy / Happiness,Like",Positive
5682440,ya ngakak ya geli... rektum itu kan tempat ditampunya kotoron. Dan bayinya keluar lewat sana? omg!,Miscellaneous,Unknown,Unknown
8429402,Hola! fui mala lo se v.v no mande review...Pero tu sabes que esta historia me encata *-*...Me encanta Rin Embarazada...y Sessh compartiendo sus sintomas...Resumiendo todo...Me encanta tu historia :D,Miscellaneous,Unknown,Unknown
730320,Please do the other victories i want to see what would happen if the tunsderes won,Update encouragement,Anticipation / Hope,Neutral
11777120,"I just wanted to say that I thought the story was amazing, if a bit long winded. I hung until the end, and I was glad to see it end the way it did. The only thing I really have to say is that the last chapter is pretty confusing, with all the children, it was easy to get confused. I wanted to also say thank you for taking the time to put all those down.","Shallow positive,Targeted corrective or constructive,One-sided connection","Joy / Happiness,Confused,Like",Positive
3795099,"It is like soo good, I really dont think this is gunna be the longest OR funniest reviews, but i'd just like to tell you how much I like this chapter and think you should finish it soon","Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
10229891,AMAZING!'THAT'S ALL I CAN SAY.. KEEP WRITING 3,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
4617624,I really felt for Fiyero losing the love of his life to the enemy.,Miscellaneous,Sadness,Neutral
6580452,"hola,, que te digo,, me gusta mucho tu historia ! Espero leer pronto la continuación ;) no tardes...",Miscellaneous,Unknown,Unknown
7467978,Buen capítulo te falto a milo pero buen capítulo jajajaja (si viste la película la mascara lo entenderás) yo creo que su hijo debería llamarse Emmet.,Miscellaneous,Unknown,Unknown
437528,aa dilanjut donk plisssssss,Miscellaneous,Unknown,Unknown
10574547,Je viens de tomber sur la page et fini la fic. Nooooooooooooooon mais c'est pas une fin ça :(( :(( :(( Désespérée moi :( J'espère avoir bientôt une suite :p,Miscellaneous,Unknown,Unknown
931216,Augh I so want Madara and Sakura to be together. But Madara is way too cruel. I hope he'll soften up so Sakura wouldn't hate him as much huhuhu. Please make this a MadaSaku fic!,"Targeted corrective or constructive,Update encouragement",Anticipation / Hope,Neutral
2576772,interesting...good but... interesting see u next chapter,"Shallow positive,Update encouragement",Like,Positive
707366,Yos lanjut tor fic nx !.,Miscellaneous,Unknown,Unknown
9335137,Go finn go finn,Miscellaneous,Unknown,Neutral
7626960,*sob* It's so beautiful! :-},Shallow positive,"Joy / Happiness,Like",Positive
1788028,"Author bru ya? Welcome. Komentar ttg fic ni : 1. Typo yg bertebaran, tp spertnya sudh d jelaskn oleh yg lain. 2. Setelah baca fic kamu smpai slesai, aku bpendpt, fic kamu gak berinti. Sbnr,y ap yg kmu ingn crtkn pd reader? Kok aku g nangkep. Misalnya author mau supy reader ngrti prasaan tokoh. Atau author mau reader terkesan sama author mau pairing yg kmu buat. Ngerti g? Cb bc fic kmu skali lg n bndngkn dgn fic lain. Pasti ngerti. Sebagai penulis pemula, pasti awal mulanya banyak mendapat kritik. Dan gunakan kritikan itu sebagai motivasi - Aku pasti bisa membuat orang menyukai tulisanku- With love, Tanpa Nama",Miscellaneous,Unknown,Unknown
212165,"Gyaaa akhirnya up juga... Dan akhirnya mreka bnar"" saling memiliki dgn utuh dan mreka sudah smakin brani saja, astaga perkembangan yg sangat baik. Dan agg ada sakura mngganggu saja :v smoga ch depan dapat kejelasan tentang hubungan sakura dan naruto yg sperti itu, yah aku harap sih naruto gak labil dan tetap konsisten dgn apa yg di ucapkan kepada hinata",Miscellaneous,Unknown,Unknown
1107260,Update dong please,Update encouragement,Unknown,Positive
672065,"awesome start, though i really want to know what happened in wave! thanks for sharing, i hope you update soon :)","Shallow positive,Update encouragement","Joy / Happiness,Like,Anticipation / Hope",Positive
3810009,COME ON I NEED MORE CHAPTERS.,Update encouragement,Anticipation / Hope,Neutral
11901206,Entonces no continuaste ):,Miscellaneous,Unknown,Unknown
378478,kenny was right about the boat lee just has to stop vernon or not met him in the first place,Discussion about the story,No emotion,Neutral
4200887,this is really good. please keep going!,"Shallow positive,Update encouragement",Like,Positive
8403487,great start for the 1st 2 chapters _ please update soon,"Shallow positive,Update encouragement",Like,Positive
5609729,lanjut dong thor. sumpah chap ini panjauanggg bner ampe liyer aku baca'a :D dtunggu klanjutan'a ya..,Miscellaneous,Unknown,Unknown
1100297,un super début de fic ! qui promet beaucoup! A quand la suite?!,Miscellaneous,Unknown,Unknown
5401273,Re-upload this chapter please.,Miscellaneous,No emotion,Neutral
5801820,"Annyeong . Uwah fict bru. Suka bgt , bgt , bgt. Kyaaaa. Aq bkal bc truz. Mianhae aq blum prnah bc krya author yg sblmnya . V ntar aq bkal bc yg reunite. Ng9k ph2kn. Keep writing , update kilat. And FIGHTINGB-)",Miscellaneous,Unknown,Unknown
8941520,So called it! Lol ;) Hans is back in town and already making trouble! Loved this chapter! Keep up the work and updates!,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
4439103,It was amazing. I loved the way Twilight said that Celsetia would choose her as a bridesmaid anyways.,Targeted positive,"Joy / Happiness,Like",Positive
3723381,Yay he's alive! I actually cried at that. Your story is amazing!,Shallow positive,"Joy / Happiness,Like",Positive
6275862,"Wow! You made her unkle Naraku (who goes 'ku ku kuku' all the fricken' time!), the evil maniac? You're extreamly good! Glad to read your story! You know where to find me! RABKioko","Shallow positive,Two-sided connection","Joy / Happiness,Like",Positive
1020839,You should do Itachi!:),Targeted corrective or constructive,"Joy / Happiness,Anticipation / Hope",Positive
3489886,hi Japan! guess who!,Miscellaneous,Unknown,Neutral
9695169,"Aww , This chapter is so sweet ! :) . Harry look so protective with Ginny , that cute ! And, Haha Neville is Fun ! :D I can't wait for more ! :)","Shallow positive,Update encouragement","Joy / Happiness,Like,Anticipation / Hope",Positive
7093671,1. Idk 2. Angelica 3. He'll flip out 4. I think Claire considering its a Jack/OC.. 5. Elizabeth cause she's his WIFE and again it's a Jack/OC not Will/OC,"Discussion about the story,Fandom remarks",No emotion,Neutral
2379227,When is hunter getting out of prison also I can't wait for them to have sex in the cell.,Discussion about the story,Anticipation / Hope,Neutral
6574727,I like it...,Shallow positive,Like,Positive
9727833,i like them together better,Targeted corrective or constructive,No emotion,Neutral
4480753,Please write more Shikatema. Thank you!,Update encouragement,Anticipation / Hope,Neutral
6710212,This chapter is great. Well I think the new character is ahsoka. Keep up the fantastic work.,"Shallow positive,Discussion about the story",Like,Positive
9442473,i prefer the former ending. it's heartbreaking-ly touching :(((((( good job with this,Targeted corrective or constructive,"Like,Dislike",Positive
2864233,"J'adore ta fiction ! très réaliste et très belle ! D'ou tu en est ? début, milieu, fin ?",Miscellaneous,Unknown,Unknown
4447129,Best story ever.,Shallow positive,Like,Positive
6697179,awesome! congrats on finishing this one!,Shallow positive,Like,Positive
11639170,"Frus saw Star Wars Epsode I before Me! Aww...I blame finals week, and the rush of extra work leading up to it. Grr...finals week... Anyway, great chapter. I like Ivy and Frus as a couple the best, of course. Oh, and Frus? Frus: Yes? Me: You say that your arm's still sore? Frus: Yeah... Me: Okay, I was reading and...well, anyway, put this like this, and that thatway, and this *Snap!* Frus: Ah-wait. That actually worked. Me: Of course. Anyway, Beastfire, I look forward to the next chapter, as this one was great.","Shallow positive,Targeted corrective or constructive,Discussion not about the story,Update encouragement,Miscellaneous","Anger / Frustration,Like,Anticipation / Hope",Positive
7695498,please continue the story,Update encouragement,No emotion,Neutral
6964394,"My dear, you wrote ""time to adjust to the lose of my parents"" in this chapter. It should be 'loss'. Other than that, great atory so far, keep writing! RoS","Shallow positive,Targeted corrective or constructive,Update encouragement",Like,Positive
7318313,"hmm... Rogue doesn't seem to trust Gambit further than she can throw him here... smart attitude to take with the Cajun. Good chapter. Glad you managed to add a little Kitty/Piotr to it. Those two make a wonderful couple, provided Piotr's the one who does the cooking.","Targeted positive,Fandom remarks",Like,Positive
10335025,"You should do a sequel of this story. I really like reading your story, it was very good!","Shallow positive,Update encouragement",Like,Positive
6412961,Aw! I love it and it is awesome! I love what you did!,Shallow positive,"Joy / Happiness,Like",Positive
6520721,"Oh my god oh my god oh my god! Very exciting! I always get very hyper after you post more of one of my fave stories (misa, eyes of sorrow, and because of a wish). And no, i did not expect that- at all. Wait a sec, so is Bankotsu a demon in this (im a bit confusef)? That would make Rin *le gasp* a HALF DEMON! eeeeeeeeeeeeeeeee!for some random reason ive always wanted rin to be a half demon.","Shallow positive,Discussion about the story,Fandom remarks,One-sided connection","Joy / Happiness,Surprise,Like",Positive
8239375,"I really loved this. It was totally sweeet and felt real... And I also have been listening to ""Make a Man out of You"" i love that song! Well love your writing so write more! Please? :D","Shallow positive,Discussion not about the story,Update encouragement","Joy / Happiness,Like",Positive
1630424,"Y ampun.. Lg enak2nya baca ko dah brsambung,?",Miscellaneous,Unknown,Unknown
11849276,"Me encanto3 me gusta demasiado cuando en los NaLu natsu se preocupa, se pone celoso, tierno o cosas así por lucy. sigue así *-*",Miscellaneous,Unknown,Unknown
1045715,Oh and update SOON pleeaase,Update encouragement,"Like,Anticipation / Hope",Neutral
9572911,"Can I say again how much I love them. He said yes just cause she was all excited...thats cute. Ummmm noooo I can't imagine how panicked James must feel right now. I realm hope its her that shot Rollins. Well its just Rumlows not dead, he's all evil and a little borderline obsessed with her so...idk. I'm one of those people always thinking about the bad that could happen, which wasn't helped by this distressing yet lovely chapter lol. I loved all the interaction with them. I will be impatiently awaiting the next chapter","Targeted positive,Discussion about the story,Fandom remarks,Update encouragement","Joy / Happiness,Like,Anticipation / Hope,Disturbed / Disgust",Positive
10379188,"I HATED IT SO HORIABLY, THAT SUCKED REALLY REALLY BADLY .YOU KILLED RICK ''MY MAN''",Non-constructive negative,Anger / Frustration,Negative
8282384,Awesome story seriously Wonderful,Shallow positive,Like,Positive
7133407,"Wow, this is a brilliant story, and I really can't wait to see how Harry does against his tasks. Nor how he responds to the different students. Will he befriend Ron, or will Ron's jealousy get in the way? What about Hermione - will she start prying and will Harry get annoyed, or will he take it with the good nature he seems to possess in abundance? And Neville? I could see Harry taking him under his wing - or will he stay mostly to Hufflepuffs? Or will he start overcoming the house boundaries? Sorry for all the questions, I am just really excited to see where this story goes.","Targeted positive,Discussion about the story,Fandom remarks,Update encouragement","Joy / Happiness,Like,Anticipation / Hope",Positive
2516587,"Love the l&o:svu ""crossover""! Love this fix! Oh the feels",Targeted positive,"Joy / Happiness,Like",Positive
5552208,Nexttt! Aaaa mereka bertemuuu!,Miscellaneous,Unknown,Unknown
1172362,"not sure i cared for this chapter much, though it was really long",Targeted corrective or constructive,Dislike,Negative
6076947,"Well, that cool. I think Mara would have learned fancy manners a little earlier, and Darth Vader doesn't seem that ready to speak his mind. Still, interesting story.","Targeted positive and corrective/constructive,Fandom remarks",Like,Positive
4587889,You. Need. To. FINISH!,Update encouragement,Anticipation / Hope,Neutral
10799083,THEN YOU SHOULD'VE KILLED YUGI YOU EVIL *censored*! Why! WHY RYOU! *kills computer* *cries* He's too beautiful to die! *has another mood swing and starts singing lullaby's to her glass of water* This could go on for another 10 chapters and I'd keep reading... Update soon!,"Shallow positive,Update encouragement","Anger / Frustration,Like,Anticipation / Hope,Sadness",Negative
9235540,"Please, please do not name your character Portia, pretty please. Anything but Portia. Some potential ""D"" names are: Daphne, Diana, Dakota, Dalia, Dallas, Daniah, Darcey, Dedra, Delilah, Delta, Desdemona, Dido, Duena. Also, not to be nitpicky, but in the earlier chapters when she tells Bane her name, he agrees that is ""Also strange."" So I feel like Rachael and Tess are not that strange. Keep up the good work.","Targeted corrective or constructive,Shallow positive,Discussion about the story,Fandom remarks,Update encouragement","Like,Disturbed / Disgust,Dislike",Positive
1412204,cerita yang manis... Otaunjobi omedetto uzumaki naruto... :-D,Miscellaneous,Unknown,Unknown
1434430,Apdet kilat yak! Kayaknya ceritanya bakalan seru nihh :D Fic nya kurang panjang kalo menurut aku ._. Dan lagi kenapa adegan naruhinanya belom muncul ._.,Miscellaneous,Unknown,Unknown
3349375,"Go Ivan Go Ivan Go Ivan! Its your birthday, notvreally, but anyway, that was asesome! R2 vs R1. Just how I like it... damn I am so going to hell. But anyway, I'm one of your biggest anonunois review fans eva! But sometimes i dont review ajd just hurry to the next story... ivan totally killed the bad guy! Looks like the commi is now truly capitalist. We luv u anyway","Shallow positive,One-sided connection,Miscellaneous","Joy / Happiness,Like",Positive
11355017,*evil snicker* It's too bad they did not get the same flight attendant who thought they had had sex in the restroom. Excellent chapter.,"Shallow positive,Targeted corrective or constructive","Joy / Happiness,Like",Positive
10114634,hi can you please update this story. It's amazing!,"Shallow positive,Update encouragement",Like,Positive
1365599,"Playstation 3, definatly...anywho, nice chapter! (Is too lazy to sign in)","Shallow positive,Discussion not about the story,Miscellaneous",Like,Positive
7311539,"this story is so sad, but stil really good!",Shallow positive,"Like,Sadness",Positive
8691439,WOW!Greatstory!its so cite that u made kagome and sesshoumaru engaged!plz update!,"Targeted positive,Update encouragement",Like,Positive
883660,dei sama saso akan menikah...hore d tunggu lanjutanya ya...,Miscellaneous,Unknown,Unknown
8274388,"Jack Frost ain't cute, he's f-i-n-e FINE!",Miscellaneous,Like,Neutral
4287586,uwaa... is this going to be a sad ending? TT Naruto u r so mean!,Discussion about the story,Sadness,Negative
1861201,Awesommmeeee update! Hehehe love tis badass hina hime ! How dare those b... do tat to her! Kill them all haha tis fiction gave me more reason to hate tat bit.. sakura! Always hated her so ya juz kill tat bit... for me ya!; ) I oso died when I saw tat sasusakur pairing was here! Top 1 hated pairing!:) love it by the way the story;),Shallow positive,"Anger / Frustration,Joy / Happiness,Surprise,Like",Positive
5207397,udah langka. Tp emang langka. N skg makin langka. .romantis. .,Miscellaneous,Unknown,Unknown
8442201,"i love this story, so good. the mating ritual was realy sweet, in some other storys inuyasha has to bite her neck and if some one wanted to do that to any one they could without the other persons say in it. but this way they both have to love eachother to do the ritual","Targeted positive,Fandom remarks","Joy / Happiness,Like",Positive
6056931,Wooo another amazing chapter! Hehehe Fred seems a bit jealous there ;) Keep up the awesome work,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
10086980,Like I said in my previous review...damn hot. You made Kevin really hot in this story...and the way Ben talks about him...yummy,"Targeted positive,One-sided connection",Like,Positive
9710873,ok-lets get this thing straight. ponytails are 1 on the back of your head. whan there are 2 on the back/sides of your head-its a PIGTAIL 3 is a unicorn tail.,Targeted corrective or constructive,Anger / Frustration,Negative
2408997,jacob is soooooooooo randy's i know it,Miscellaneous,Anticipation / Hope,Neutral
5917963,I absolutely love this stoy so far. I hope you update soon!,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
7980337,Omg! No! Why no more? This can't be happening :( this story is great! Kept me hooked from start to finish. Oh man I need mor! why stop at the hood part D: it's hard to find a fic like this so please continue you write really reaaally well:),"Shallow positive,Update encouragement","Joy / Happiness,Surprise,Like,Anticipation / Hope,Sadness",Positive
5687009,Lanjutkan..saya suka saya suka saya suka.. Chapter 4nya knpa gak bisa dibuka?,Miscellaneous,Unknown,Unknown
3937158,"ugh, i cant stand Miko. She is the worst stereotypical fangirl/anime idiot ever. Even authors who like her portray her as stupid and inconsiderate. But i really like your infant starscream and how you are working out the issue that everyone doesnt just adore him. thank you for the story!",Targeted positive,"Anger / Frustration,Like,Disturbed / Disgust,Dislike",Positive
202997,I really like that you put Naruto under Tsunade...,Targeted positive,Like,Positive
7811939,"I hope you update this. I really wan't to know what happened to Korra, and also what he does on his business trips. Can't wait to read more: )","Shallow positive,Update encouragement","Joy / Happiness,Like,Anticipation / Hope",Positive
1486639,Please next,Update encouragement,No emotion,Neutral
8703682,I WUV YOU!,Shallow positive,Joy / Happiness,Positive
11329074,"Wow, great fic! Please continue! But just one thing – could you make the chapters a bit longer? It would be really nice :D","Shallow positive,Targeted corrective or constructive,Update encouragement","Joy / Happiness,Like",Positive
823652,"An amnesia story that isn't a psychological thriller...? I don't know what you're playing at, brother, but you actively avoided allowing this disaster to make any sense. Great job. - the Neighbor of the Beast","Targeted corrective or constructive,Non-constructive negative","Anger / Frustration,Dislike",Negative
7432193,Great chapter liked that you had the trial for Sirius and even more curious what will happen in theTri-wizard Tornament,Targeted positive,"Like,Anticipation / Hope",Positive
9555173,Update son! Amazing,"Shallow positive,Update encouragement",Like,Positive
12060146,I like you style!,Shallow positive,Like,Positive
4198821,you suck in more wats than one ! where the HELL did you get an idea for a raistlin/dalamar couple! you just filled my head with disturbing images! My idea for the story is that you have a comet kill everyone so there will be NO MORE nasty images! and raistlin had his black robes on when he was in the tower of high sorcerey in palathas! this story should be sent to HELL! you suck ..!..-(that's my personal version of flivking some one off) (you know the first two fingers are down .. and then the middle finger is up ! and then the last fingers are the next two periods .. ) the last thing i have to say is did you get it on with michael jackson? #*mutters*# gay pervert,Non-constructive negative,"Anger / Frustration,Disturbed / Disgust,Dislike",Negative
8648018,That was reaaly good... It's the first time i read a kenshin/kag OO and i reaally like it plz update asap !,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
11364794,My reaction when I saw there was a new chapter: YEEEEEEEEEEES! :D,Shallow positive,"Joy / Happiness,Like",Positive
6583002,"i love your story and can't wait til the next chapter,CYA","Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
6384927,"awesome story! i agree, i love Casablanca too and i like how you twisted it to fit into the Star Wars galaxy._",Targeted positive,"Joy / Happiness,Like",Positive
6126753,"I kinda like it. Im not really into the love story part. But it's your story. But I do wish you would make haste in writing the next chapters coz im kinda hanging here,","Shallow positive,Targeted corrective or constructive,Update encouragement","Like,Anticipation / Hope,Dislike",Positive
2683973,Your story is beautiful but I want the next chapter ToT,"Shallow positive,Update encouragement","Like,Anticipation / Hope",Positive
3278527,"First, I'd like say that I absolutely enjoy your story. Secondly, it's true that Jeff appears to be very possessive, I'm sure that I am not the only one. So why not keep that? jack is one of Jeff's friends and he might be Jeff's only friend, but Jeff also love sonye so to not break her heart or lose his best friend why not they decide to share if sonye gave the idea? Also I think that jack is a silent lonely type of guy so it would be kind off easy for him to fall in love with the very first FEMALE person who treated him well, don't you think so? hope that helped a little. kamahashy.","Shallow positive,Targeted corrective or constructive,Discussion about the story,Fandom remarks,Miscellaneous",Like,Positive
3391121,"very good, would have to be an episodio",Shallow positive,Like,Positive
7445350,"duro y lleno de sentimientos. Me encanta, sigue pronto, por favor.",Miscellaneous,Unknown,Unknown
5411703,"jangan2 yg jadi 'mama' itu, tante Bella... widiwwwww :D penasaran euy",Miscellaneous,Unknown,Unknown
7611027,please hurry and write the next chapter!,Update encouragement,Anticipation / Hope,Neutral
722978,"Iya doong :3 Bdw, aduuuuh saya ngakak banget pas bagian NH nya ra-rasanyaaa Narutooo itu mecoooom sangaaat :v Plis hit me! Wkwkwwkkwk... pasti dia besok benjol-benjol kena pukulan Kaacchannya. Oh iya, di SS, Sasu udah tau masa lalunya. Di SI sai udah tau masalalunya, terus bagian NH siapa yang sudah tahu duluan? ditunggu kelanjutannya :*",Miscellaneous,Unknown,Unknown
4402134,haaaaaaaaaaaaaaaaaaaa!,Miscellaneous,Unknown,Neutral
7673209,"Sealand-kun, E-Eto. No, I got the idea from Nippon. And just a little while. Honda Kisa PS: I apologize for the lack of my letters. ((Noo~ My letters keep getting lost in the mailbox. Wah. I'm sorry))",Miscellaneous,"Sadness,Unknown",Neutral
11746485,it is good almost as if j.K Rowling Wroyte it,Shallow positive,Like,Positive
81910,"This was really good. I liked how you used ""don't you know anything."" It was sad tho",Targeted positive,"Like,Sadness",Positive
3452318,"Cuando escribes el 16 ? Para no entrar acá todos los días mas o menos dime, supongo qe otro par de años no ?",Miscellaneous,Unknown,Unknown
3972068,"This is an amazing story and I love you, now please update and become one with Mother Russia J","Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
4326911,"Great story, I really like how you develop the characters. Please update again soon.","Targeted positive,Update encouragement",Like,Positive
11062702,LMAO,Miscellaneous,Unknown,Neutral
2033088,"the fluffy date scene and Isaribi's dilemma was a nice break, but i'm super psyched that the story is headed bak to some action! XD Yeah! Also, Gamakichi's joke lol Hinata's reaction to Gamakichi's joking rofl Gamakichi's reaction to Hinata's Murder Face roflmao I love how Hinata's getting more aggressive and her ""hesitate no more"" attitude. Good job! I can't wait to read more! :)","Targeted positive,Update encouragement","Joy / Happiness,Like,Anticipation / Hope",Positive
2932473,I hate you for doing that,Non-constructive negative,"Anger / Frustration,Dislike",Negative
1589320,i don't know you tell when you find out out about it or maybe it just you lol and anyway lovin the chap bro and do let this lil mic ends soon we can get back to the good stuff and fightin try gettin back to the cannon lil bit and update soon we will be waitin good work sho,"Shallow positive,Targeted corrective or constructive,Fandom remarks,One-sided connection,Update encouragement,Miscellaneous","Like,Anticipation / Hope",Positive
1121928,Noooooo. Why does Naruto want to destroy the world. I thought he was going to find a different life outside of Konoha.,Discussion about the story,Sadness,Neutral
6991012,"Omg! That was so wow. I just love this story, please just dont forget this story, its so amazing and I need to know what will hapen between Leo and Raph. Pleaseeeeee moreeeee! :D I will waiting :)","Shallow positive,Update encouragement","Joy / Happiness,Like,Anticipation / Hope",Positive
9896280,Please right an epilogue! I want to know Flynn's reaction to Rapunzel coming back! So please Please PLEASE wrote an epilogue!,Update encouragement,"Like,Anticipation / Hope",Neutral
1072702,Hey um why not have another battalion wars story put in the shoes of a solar empire grunt they are my favorite nation,Targeted corrective or constructive,No emotion,Neutral
3349327,im sorry about your parents getting divorce and my parents never got married and i dont know my mom so i kind of dont know what your going throw but my dad and stepmom got divorced but you can get throw this and it doesnt matter how long we wait becuase this storys so good i would what cenitures to read it hehe i hope you update soo - bluerose T _ T,"Shallow positive,Discussion not about the story,Update encouragement,Miscellaneous","Joy / Happiness,Like,Sadness",Positive
2992619,They could share Ty Lee...,Targeted corrective or constructive,No emotion,Neutral
11858770,"I can't believe I read 13 chapters in one day(I have no life! LOL) This was an awesome story. I've totally fallen in love with the Laxus/Lucy pairing...I still don't know why, but I love it! They would totally have awesome chemistry. Great work, I look forward to reading more chapters in the near future(Hopefully nearer!)","Targeted positive and corrective/constructive,Discussion not about the story,Update encouragement","Joy / Happiness,Surprise,Like,Anticipation / Hope",Positive
5230689,"Wah...chukhae buat YeWook #gelar tumpengan# XD. itu si kyu ga manfaatin situasi minnie yg mabok lg y? fufufu #yadong alert#. haaa? ming mom ku hamil? O.O. kyu daddy tanggung jwb lu! #geplak kyu# #dipiting kyu#. Isshh...minnie keras kepala bgt sh. kn ksian aegya'y :'( next chap kilat yah lhyn,jgn klamaan,udh brewokan nih nunggu klanjutan'y! Yosh! keep writing :D Regards, Ummu",Miscellaneous,Unknown,Unknown
9059621,ohhhhh...me likes! get the next chapter out soon please!,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
2805438,"Great chapter! It's one of the few really good Narutor fics out there. If you want to read another good Naruto story I'd recommend ""Team 8"".","Shallow positive,Discussion not about the story",Like,Positive
1203976,Dasar rubah mesum BAKA! Gaa-chanku imut dan manis banget *ciumGaara* dirasenganNaruto*,Miscellaneous,Unknown,Unknown
2079227,LOVE UR ITASAKU SERIES!ALL OF THEM! Of course...going off to reread other oneshots as well,"Shallow positive,One-sided connection","Joy / Happiness,Like",Positive
9060803,Cool story so far! Continue! :),"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
